sample_date,facility,sampling_point,discharge_route,parameter_code,parameter_tr,value,unit,measured_flag,notes
2025-04-21,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PHENOL,FENOL,0.023,mg/L,True,
2025-04-21,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,OIL_GREASE,YAĞ GRES,,mg/L,False,
2025-04-21,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,ZN,ÇİNKO,,mg/L,False,
2025-04-22,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,COD,KOI,123.0,mg/L,True,
2025-04-22,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,TSS,AKM,25.0,mg/L,True,
2025-04-22,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PH,PH,8.06,,True,
2025-04-22,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,TEMP_C,SICAKLIK,30.5,°C,True,
2025-04-22,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,COLOR,RENK,168.2,Pt-Co,True,
2025-04-22,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,NH4,NH4,0.112,mg/L,True,
2025-04-22,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,CL_FREE,KLOR,0.03,mg/L,True,
2025-04-22,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,CR_TOTAL,T KROM,0.009,mg/L,True,
2025-04-22,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,SULFUR,SÜLFÜR,0.062,mg/L,True,
2025-04-22,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,SULFITE,SÜLFİT,0.043,mg/L,True,
2025-04-22,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PHENOL,FENOL,0.316,mg/L,True,
2025-04-22,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,OIL_GREASE,YAĞ GRES,2.2,mg/L,True,
2025-04-22,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,ZN,ÇİNKO,0.17,mg/L,True,
2025-04-23,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,COD,KOI,167.0,mg/L,True,
2025-04-23,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,TSS,AKM,91.0,mg/L,True,
2025-04-23,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PH,PH,8.09,,True,
2025-04-23,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,TEMP_C,SICAKLIK,30.0,°C,True,
2025-04-23,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,COLOR,RENK,215.0,Pt-Co,True,
2025-04-23,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,NH4,NH4,0.1,mg/L,True,
2025-04-23,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,CL_FREE,KLOR,,mg/L,False,
2025-04-23,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,CR_TOTAL,T KROM,,mg/L,False,
2025-04-23,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,SULFUR,SÜLFÜR,0.053,mg/L,True,
2025-04-23,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,SULFITE,SÜLFİT,0.066,mg/L,True,
2025-04-23,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PHENOL,FENOL,0.472,mg/L,True,
2025-04-23,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,OIL_GREASE,YAĞ GRES,,mg/L,False,
2025-04-23,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,ZN,ÇİNKO,,mg/L,False,
2025-04-24,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,COD,KOI,181.0,mg/L,True,
2025-04-24,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,TSS,AKM,100.0,mg/L,True,
2025-04-24,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PH,PH,8.08,,True,
2025-04-24,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,TEMP_C,SICAKLIK,30.2,°C,True,
2025-04-24,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,COLOR,RENK,243.2,Pt-Co,True,
2025-04-24,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,NH4,NH4,0.111,mg/L,True,
2025-04-24,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,CL_FREE,KLOR,,mg/L,False,
2025-04-24,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,CR_TOTAL,T KROM,,mg/L,False,
2025-04-24,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,SULFUR,SÜLFÜR,0.051,mg/L,True,
2025-04-24,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,SULFITE,SÜLFİT,0.011,mg/L,True,
2025-04-24,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PHENOL,FENOL,0.635,mg/L,True,
2025-04-24,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,OIL_GREASE,YAĞ GRES,,mg/L,False,
2025-04-24,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,ZN,ÇİNKO,,mg/L,False,
2025-04-25,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,COD,KOI,143.0,mg/L,True,
2025-04-25,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,TSS,AKM,51.0,mg/L,True,
2025-04-25,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PH,PH,8.1,,True,
2025-04-25,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,TEMP_C,SICAKLIK,29.3,°C,True,
2025-04-25,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,COLOR,RENK,215.5,Pt-Co,True,
2025-04-25,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,NH4,NH4,0.093,mg/L,True,
2025-04-25,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,CL_FREE,KLOR,,mg/L,False,
2025-04-25,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,CR_TOTAL,T KROM,,mg/L,False,
2025-04-25,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,SULFUR,SÜLFÜR,0.074,mg/L,True,
2025-04-25,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,SULFITE,SÜLFİT,0.062,mg/L,True,
2025-04-25,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PHENOL,FENOL,0.088,mg/L,True,
2025-04-25,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,OIL_GREASE,YAĞ GRES,,mg/L,False,
2025-04-25,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,ZN,ÇİNKO,,mg/L,False,
2025-04-26,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,COD,KOI,162.0,mg/L,True,
2025-04-26,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,TSS,AKM,62.0,mg/L,True,
2025-04-26,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PH,PH,8.12,,True,
2025-04-26,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,TEMP_C,SICAKLIK,31.4,°C,True,
2025-04-26,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,COLOR,RENK,191.6,Pt-Co,True,
2025-04-26,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,NH4,NH4,0.132,mg/L,True,
2025-04-26,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,CL_FREE,KLOR,,mg/L,False,
2025-04-26,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,CR_TOTAL,T KROM,,mg/L,False,
2025-04-26,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,SULFUR,SÜLFÜR,0.059,mg/L,True,
2025-04-26,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,SULFITE,SÜLFİT,0.037,mg/L,True,
2025-04-26,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PHENOL,FENOL,0.476,mg/L,True,
2025-04-26,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,OIL_GREASE,YAĞ GRES,,mg/L,False,
2025-04-26,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,ZN,ÇİNKO,,mg/L,False,
2025-04-27,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,COD,KOI,144.0,mg/L,True,
2025-04-27,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,TSS,AKM,42.0,mg/L,True,
2025-04-27,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PH,PH,8.1,,True,
2025-04-27,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,TEMP_C,SICAKLIK,30.2,°C,True,
2025-04-27,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,COLOR,RENK,247.2,Pt-Co,True,
2025-04-27,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,NH4,NH4,0.122,mg/L,True,
2025-04-27,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,CL_FREE,KLOR,,mg/L,False,
2025-04-27,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,CR_TOTAL,T KROM,,mg/L,False,
2025-04-27,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,SULFUR,SÜLFÜR,0.052,mg/L,True,
2025-04-27,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,SULFITE,SÜLFİT,0.102,mg/L,True,
2025-04-27,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PHENOL,FENOL,0.443,mg/L,True,
2025-04-27,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,OIL_GREASE,YAĞ GRES,,mg/L,False,
2025-04-27,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,ZN,ÇİNKO,,mg/L,False,
2025-04-28,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,COD,KOI,112.0,mg/L,True,
2025-04-28,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,TSS,AKM,73.0,mg/L,True,
2025-04-28,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PH,PH,7.53,,True,
2025-04-28,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,TEMP_C,SICAKLIK,27.3,°C,True,
2025-04-28,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,COLOR,RENK,237.7,Pt-Co,True,
2025-04-28,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,NH4,NH4,0.141,mg/L,True,
2025-04-28,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,CL_FREE,KLOR,,mg/L,False,
2025-04-28,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,CR_TOTAL,T KROM,,mg/L,False,
2025-04-28,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,SULFUR,SÜLFÜR,0.05,mg/L,True,
2025-04-28,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,SULFITE,SÜLFİT,0.047,mg/L,True,
2025-04-28,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PHENOL,FENOL,0.255,mg/L,True,
2025-04-28,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,OIL_GREASE,YAĞ GRES,,mg/L,False,
2025-04-28,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,ZN,ÇİNKO,,mg/L,False,
2025-04-29,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,COD,KOI,261.0,mg/L,True,
2025-04-29,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,TSS,AKM,106.0,mg/L,True,
2025-04-29,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PH,PH,8.2,,True,
2025-04-29,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,TEMP_C,SICAKLIK,22.7,°C,True,
2025-04-29,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,COLOR,RENK,219.9,Pt-Co,True,
2025-04-29,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,NH4,NH4,0.244,mg/L,True,
2025-04-29,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,CL_FREE,KLOR,,mg/L,False,
2025-04-29,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,CR_TOTAL,T KROM,,mg/L,False,
2025-04-29,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,SULFUR,SÜLFÜR,0.051,mg/L,True,
2025-04-29,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,SULFITE,SÜLFİT,0.083,mg/L,True,
2025-04-29,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PHENOL,FENOL,0.686,mg/L,True,
2025-04-29,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,OIL_GREASE,YAĞ GRES,,mg/L,False,
2025-04-29,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,ZN,ÇİNKO,,mg/L,False,
2025-04-30,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,COD,KOI,240.0,mg/L,True,
2025-04-30,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,TSS,AKM,102.0,mg/L,True,
2025-04-30,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PH,PH,8.32,,True,
2025-04-30,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,TEMP_C,SICAKLIK,25.8,°C,True,
2025-04-30,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,COLOR,RENK,221.8,Pt-Co,True,
2025-04-30,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,NH4,NH4,0.319,mg/L,True,
2025-04-30,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,CL_FREE,KLOR,,mg/L,False,
2025-04-30,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,CR_TOTAL,T KROM,,mg/L,False,
2025-04-30,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,SULFUR,SÜLFÜR,0.063,mg/L,True,
2025-04-30,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,SULFITE,SÜLFİT,0.056,mg/L,True,
2025-04-30,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PHENOL,FENOL,0.947,mg/L,True,
2025-04-30,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,OIL_GREASE,YAĞ GRES,,mg/L,False,
2025-04-30,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,ZN,ÇİNKO,,mg/L,False,
2025-05-01,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,COD,KOI,335.0,mg/L,True,
2025-05-01,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,TSS,AKM,94.0,mg/L,True,
2025-05-01,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PH,PH,6.63,,True,
2025-05-01,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,TEMP_C,SICAKLIK,25.8,°C,True,
2025-05-01,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,COLOR,RENK,240.0,Pt-Co,True,
2025-05-01,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,NH4,NH4,0.385,mg/L,True,
2025-05-01,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,CL_FREE,KLOR,,mg/L,False,
2025-05-01,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,CR_TOTAL,T KROM,,mg/L,False,
2025-05-01,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,SULFUR,SÜLFÜR,0.065,mg/L,True,
2025-05-01,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,SULFITE,SÜLFİT,0.047,mg/L,True,
2025-05-01,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PHENOL,FENOL,0.862,mg/L,True,
2025-05-01,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,OIL_GREASE,YAĞ GRES,,mg/L,False,
2025-05-01,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,ZN,ÇİNKO,,mg/L,False,
2025-05-02,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,COD,KOI,308.0,mg/L,True,
2025-05-02,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,TSS,AKM,85.0,mg/L,True,
2025-05-02,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PH,PH,6.55,,True,
2025-05-02,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,TEMP_C,SICAKLIK,28.4,°C,True,
2025-05-02,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,COLOR,RENK,235.4,Pt-Co,True,
2025-05-02,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,NH4,NH4,0.492,mg/L,True,
2025-05-02,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,CL_FREE,KLOR,,mg/L,False,
2025-05-02,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,CR_TOTAL,T KROM,,mg/L,False,
2025-05-02,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,SULFUR,SÜLFÜR,0.047,mg/L,True,
2025-05-02,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,SULFITE,SÜLFİT,0.068,mg/L,True,
2025-05-02,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PHENOL,FENOL,0.838,mg/L,True,
2025-05-02,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,OIL_GREASE,YAĞ GRES,,mg/L,False,
2025-05-02,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,ZN,ÇİNKO,,mg/L,False,
2025-05-03,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,COD,KOI,234.0,mg/L,True,
2025-05-03,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,TSS,AKM,70.0,mg/L,True,
2025-05-03,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PH,PH,6.72,,True,
2025-05-03,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,TEMP_C,SICAKLIK,28.4,°C,True,
2025-05-03,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,COLOR,RENK,159.7,Pt-Co,True,
2025-05-03,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,NH4,NH4,0.629,mg/L,True,
2025-05-03,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,CL_FREE,KLOR,,mg/L,False,
2025-05-03,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,CR_TOTAL,T KROM,,mg/L,False,
2025-05-03,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,SULFUR,SÜLFÜR,0.055,mg/L,True,
2025-05-03,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,SULFITE,SÜLFİT,0.072,mg/L,True,
2025-05-03,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PHENOL,FENOL,0.857,mg/L,True,
2025-05-03,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,OIL_GREASE,YAĞ GRES,,mg/L,False,
2025-05-03,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,ZN,ÇİNKO,,mg/L,False,
2025-05-04,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,COD,KOI,240.0,mg/L,True,
2025-05-04,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,TSS,AKM,27.0,mg/L,True,
2025-05-04,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PH,PH,6.59,,True,
2025-05-04,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,TEMP_C,SICAKLIK,31.5,°C,True,
2025-05-04,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,COLOR,RENK,139.7,Pt-Co,True,
2025-05-04,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,NH4,NH4,0.564,mg/L,True,
2025-05-04,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,CL_FREE,KLOR,,mg/L,False,
2025-05-04,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,CR_TOTAL,T KROM,,mg/L,False,
2025-05-04,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,SULFUR,SÜLFÜR,0.061,mg/L,True,
2025-05-04,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,SULFITE,SÜLFİT,0.023,mg/L,True,
2025-05-04,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PHENOL,FENOL,0.685,mg/L,True,
2025-05-04,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,OIL_GREASE,YAĞ GRES,,mg/L,False,
2025-05-04,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,ZN,ÇİNKO,,mg/L,False,
2025-05-05,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,COD,KOI,247.0,mg/L,True,
2025-05-05,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,TSS,AKM,82.0,mg/L,True,
2025-05-05,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PH,PH,6.84,,True,
2025-05-05,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,TEMP_C,SICAKLIK,30.1,°C,True,
2025-05-05,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,COLOR,RENK,180.7,Pt-Co,True,
2025-05-05,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,NH4,NH4,0.282,mg/L,True,
2025-05-05,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,CL_FREE,KLOR,,mg/L,False,
2025-05-05,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,CR_TOTAL,T KROM,,mg/L,False,
2025-05-05,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,SULFUR,SÜLFÜR,0.048,mg/L,True,
2025-05-05,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,SULFITE,SÜLFİT,0.016,mg/L,True,
2025-05-05,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PHENOL,FENOL,0.819,mg/L,True,
2025-05-05,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,OIL_GREASE,YAĞ GRES,,mg/L,False,
2025-05-05,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,ZN,ÇİNKO,,mg/L,False,
2025-05-06,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,COD,KOI,163.0,mg/L,True,
2025-05-06,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,TSS,AKM,183.0,mg/L,True,
2025-05-06,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PH,PH,6.9,,True,
2025-05-06,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,TEMP_C,SICAKLIK,28.6,°C,True,
2025-05-06,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,COLOR,RENK,153.7,Pt-Co,True,
2025-05-06,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,NH4,NH4,0.245,mg/L,True,
2025-05-06,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,CL_FREE,KLOR,,mg/L,False,
2025-05-06,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,CR_TOTAL,T KROM,,mg/L,False,
2025-05-06,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,SULFUR,SÜLFÜR,0.049,mg/L,True,
2025-05-06,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,SULFITE,SÜLFİT,0.032,mg/L,True,
2025-05-06,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PHENOL,FENOL,0.351,mg/L,True,
2025-05-06,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,OIL_GREASE,YAĞ GRES,,mg/L,False,
2025-05-06,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,ZN,ÇİNKO,,mg/L,False,
2025-05-07,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,COD,KOI,224.0,mg/L,True,
2025-05-07,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,TSS,AKM,35.0,mg/L,True,
2025-05-07,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PH,PH,6.8,,True,
2025-05-07,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,TEMP_C,SICAKLIK,28.0,°C,True,
2025-05-07,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,COLOR,RENK,142.8,Pt-Co,True,
2025-05-07,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,NH4,NH4,0.269,mg/L,True,
2025-05-07,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,CL_FREE,KLOR,,mg/L,False,
2025-05-07,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,CR_TOTAL,T KROM,,mg/L,False,
2025-05-07,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,SULFUR,SÜLFÜR,0.049,mg/L,True,
2025-05-07,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,SULFITE,SÜLFİT,0.085,mg/L,True,
2025-05-07,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,PHENOL,FENOL,0.485,mg/L,True,
2025-05-07,Ekoten,Facility outlet (Ekoten Lab),IZSU sewer -> central WWTP,OIL_GREASE,YAĞ GRES,,mg/L,False,
